fname,target_word,speech_start,speech_end,gesture_start,gesture_end,word_form,source_file,source_video_start,source_video_end,source_width,source_height,num_frames,pad,bbox
entire/00052,entire,44,55,23,74,entire,inImJBAvN3g,267.92,271.92,1280,720,998,433,"[433, 360, 1299, 1226]"
tiny/00066,tiny,47,52,0,65,tiny,05F2VPs31_4,276.08,280.08,1280,720,7150,640,"[640, 360, 1920, 1640]"
shake/00029,shake,45,54,32,80,shaking,i-abRU8YusU,387.16,391.16,1280,720,588,604,"[604, 360, 1812, 1568]"
spin/00039,spin,45,54,32,96,spinning,Q082abbPAqs,656.76,660.76,1280,720,396,544,"[673, 359, 1762, 1448]"
raise/00054,raise,33,40,25,99,raised,vhsf64a2Z8k,428.96,432.96,1920,1080,201,647,"[966, 540, 2260, 1834]"
below/00151,below,46,52,25,48,below,vt8rlJOscrM,362.16,366.16,1920,1080,1550,772,"[1147, 574, 2692, 2119]"
expand/00122,expand,42,57,24,56,expanding,09jAg69OyMw,12.68,16.68,1920,1080,705,807,"[991, 510, 2605, 2124]"
top/00059,top,45,54,0,53,top,DGHVYGfg60Q,168.4,172.4,1280,720,479,474,"[775, 360, 1723, 1308]"
lower/00038,lower,42,57,32,54,lower,pTc_VZHn2Ks,278.96,282.96,1280,720,339,362,"[703, 363, 1427, 1087]"
spiral/00008,spiral,84,95,56,99,spiral,BhU3jbwDCa4,369.76,373.76,1280,720,319,482,"[797, 359, 1762, 1324]"
block/00037,block,45,53,25,72,block,0NBLXOwVYbA,52.68,56.68,1920,1080,20623,367,"[1552, 206, 2287, 941]"
hello/00092,hello,2,9,0,17,hello,PlcdBJgx2hQ,0.0,4.0,1920,1080,2478,864,"[864, 556, 2592, 2284]"
spiral/00009,spiral,43,55,0,75,spiral,Dc6Dp66YrrI,987.68,991.68,1280,720,29779,614,"[614, 360, 1842, 1588]"
block/00038,block,45,54,30,99,block,rtI5wRyHpTg,383.36,387.36,1920,1080,1308,960,"[960, 540, 2880, 2460]"
lift/00035,lift,44,55,25,78,lifted,ffKYrHTdrug,233.36,237.36,1280,720,676,329,"[599, 284, 1258, 943]"
large/00054,large,47,52,0,50,large,pAwJZQstS9w,1194.16,1198.16,1920,1080,18691,960,"[960, 541, 2880, 2461]"
balance/00050,balance,43,55,25,50,balance,J2GAc71ms-s,204.04,208.04,1280,720,21112,587,"[587, 365, 1762, 1540]"
flip/00020,flip,8,13,0,22,flip,5cD4vbZuvpA,35.2,39.2,1920,1080,1511,682,"[989, 597, 2353, 1961]"
above/00081,above,45,53,37,57,above,nCnuHOhtVDc,589.72,593.72,1920,1080,1459,952,"[952, 539, 2857, 2444]"
below/00152,below,45,54,17,63,below,k6YZ4Uwkf08,353.28,357.28,1920,1080,597,798,"[1122, 552, 2718, 2148]"
close/00019,close,44,55,40,65,closing,e4SBLAKByoo,987.44,991.44,1920,1080,781,518,"[598, 500, 1634, 1536]"
bye/00281,bye,75,91,72,99,bye,QG79FX5bBlc,451.76,455.76,1440,1080,802,664,"[671, 538, 2000, 1867]"
bye/00282,bye,90,98,78,99,bye,x_kU4-R_aTw,328.12,332.12,1920,1080,769,826,"[826, 539, 2479, 2192]"
down/00044,down,47,52,25,59,down,vFImIbzLQcM,851.72,855.72,854,480,8550,427,"[427, 240, 1281, 1094]"
hashtag/00009,hashtag,44,54,27,68,hashtag,9lVE3rvIjkM,867.32,871.32,1920,1080,7664,580,"[631, 505, 1791, 1665]"
track/00021,track,45,54,0,54,track,_8FCl_vsmU4,290.4,294.4,1920,1080,1749,960,"[960, 556, 2880, 2476]"
separate/00042,separate,46,52,23,57,separate,Egj89FmnYyo,125.24,129.24,1920,1080,16863,581,"[1338, 585, 2501, 1748]"
whole/00090,whole,47,52,37,63,whole,siasPexluN0,627.2,631.2,1280,720,726,391,"[697, 378, 1479, 1160]"
raise/00055,raise,47,51,46,66,raise,23Xqu0jXlfs,91.28,95.28,1920,1080,687,933,"[987, 542, 2853, 2408]"
entire/00053,entire,46,53,21,58,entire,KOeVBanjC18,777.72,781.72,1280,720,2358,592,"[592, 362, 1776, 1546]"
wide/00052,wide,46,52,35,58,wide,7qZeh6jmb0U,522.84,526.84,1920,1080,914,960,"[960, 540, 2880, 2460]"
short/00021,short,22,28,0,25,short,qcq554Y-1YY,100.2,104.2,1280,720,705,447,"[646, 391, 1540, 1285]"
strong/00029,strong,44,55,21,57,strong,5vnxFoK-JrM,486.52,490.52,1920,1080,1403,877,"[955, 539, 2710, 2294]"
hello/00093,hello,81,87,50,99,hello,kTLMPRlBVj4,45.12,49.12,1920,1080,894,813,"[813, 544, 2440, 2171]"
above/00082,above,45,53,36,52,above,Otu_f4agUk4,214.96,218.96,1280,720,15651,594,"[594, 367, 1782, 1555]"
height/00024,height,46,52,25,50,height,e3hK8zs15FA,113.2,117.2,1280,720,323,544,"[544, 359, 1633, 1448]"
down/00045,down,47,51,25,50,down,wjeRrtku7Vk,35.0,39.0,1920,1080,68,909,"[959, 551, 2777, 2369]"
horizontal/00018,horizontal,42,56,25,81,horizontal,oEVjimSaH2s,447.92,451.92,1280,720,396,317,"[779, 408, 1414, 1043]"
bye/00283,bye,67,68,59,82,bye,DyX1-G4GiZ8,332.08,336.08,1280,720,124,631,"[648, 359, 1911, 1622]"
eat/00007,eat,44,54,14,91,eating,GuPNzzOO--4,462.44,466.44,1280,720,1004,640,"[640, 360, 1920, 1640]"
press/00055,press,46,53,32,57,press,uguA3kbU_s0,770.88,774.88,1920,1080,16513,960,"[960, 577, 2880, 2497]"
separate/00043,separate,43,55,31,63,separate,joOIOfunLCw,129.08,133.08,1920,1080,754,960,"[960, 646, 2880, 2566]"
together/00122,together,43,55,19,51,together,4McbQAs8B1E,478.12,482.12,1920,1080,624,788,"[899, 569, 2475, 2145]"
direction/00101,direction,43,55,34,79,direction,u6wsmULkxps,1136.8,1140.8,1920,1080,15572,958,"[958, 602, 2874, 2518]"
broad/00015,broad,45,54,35,60,broad,PrTta8pRIOg,1123.4,1127.4,1920,1080,5816,960,"[960, 540, 2880, 2460]"
hashtag/00010,hashtag,10,20,9,37,hashtag,Hdnu0Fo_jsI,43.28,47.28,1920,1080,37,549,"[809, 545, 1908, 1644]"
long/00048,long,47,52,25,59,long,h2Q50nvarrE,569.4,573.4,1920,1080,4189,830,"[830, 540, 2490, 2200]"
three/00048,three,15,22,0,32,three,DUXmfCDR3xM,684.12,688.12,1920,1080,124,497,"[1161, 580, 1802, 1312]"
broad/00016,broad,46,53,37,75,broad,7cxlKs1S_34,36.2,40.2,1920,1080,1048,738,"[1181, 539, 2658, 2016]"
long/00049,long,47,52,31,56,long,YW1dXNDdprI,160.52,164.52,1920,1080,1092,765,"[942, 543, 2472, 2073]"
decrease/00015,decrease,44,55,33,75,decrease,7Jj5F7EFjjs,29.32,33.32,1920,1080,4681,569,"[569, 539, 1708, 1678]"
elevate/00011,elevate,43,55,25,62,elevate,pwxG6ZN1dwI,94.96,98.96,1280,720,1191,370,"[595, 360, 1335, 1100]"
four/00052,four,45,54,32,53,four,7O2C084WOeM,275.52,279.52,1920,1080,4487,779,"[1140, 539, 2699, 2098]"
turn/00059,turn,15,19,11,31,turn,TCus4JkwCv8,968.28,972.28,1280,720,553,333,"[791, 386, 1458, 1053]"
turn/00060,turn,47,52,33,68,turn,6AiMrerymw8,253.12,257.12,1280,720,5265,640,"[640, 369, 1920, 1649]"
throw/00073,throw,47,52,30,55,throw,QX0eauXBKwc,408.16,412.16,1920,1080,4189,574,"[1345, 545, 2494, 1694]"
global/00023,global,72,84,34,93,global,qFot8KxZiZc,736.36,740.36,1920,1080,141,960,"[960, 539, 2880, 2459]"
turn/00061,turn,47,51,19,49,turn,yp319pBrkMg,63.28,67.28,1280,720,746,640,"[640, 366, 1920, 1646]"
arc/00004,arc,46,52,40,72,arc,1G-9hlRmaZo,193.28,197.28,1280,720,316,369,"[606, 399, 1344, 1137]"
long/00050,long,46,53,24,65,long,ppB3DEAKz_w,121.84,125.84,1280,720,8085,640,"[640, 360, 1920, 1640]"
press/00056,press,44,54,25,68,press,CZxt0gF9B7w,331.2,335.2,1920,1080,1115,739,"[916, 570, 2394, 2048]"
push/00120,push,45,53,25,76,pushing,Bp5ku-Msq5o,375.48,379.48,1920,1080,543,475,"[499, 604, 1334, 1345]"
height/00025,height,75,80,50,75,height,FRAWDsEAdXQ,71.84,75.84,1920,1080,299,645,"[1207, 540, 2497, 1830]"
pieces/00004,pieces,47,51,0,68,piece,Ymr0UfDIvlM,703.2,707.2,1280,720,180,523,"[549, 374, 1596, 1421]"
expand/00123,expand,41,57,25,50,expand,KIVGj5uIJ4k,465.24,469.24,1920,1080,11688,695,"[1224, 539, 2615, 1930]"
bye/00284,bye,57,61,64,99,bye,_5b0ugnM3Uw,653.04,657.04,1920,1080,11567,960,"[960, 540, 2880, 2460]"
connect/00025,connect,45,54,25,54,connected,jzuh8RuklqU,120.28,124.28,1920,1080,2335,960,"[960, 540, 2880, 2460]"
shrink/00018,shrink,46,52,0,99,shrinks,yzPPnP9FQeI,294.16,298.16,1920,1080,414,818,"[1102, 596, 2738, 2232]"
long/00051,long,46,53,27,55,long,i-wbsZrXK_0,1227.16,1231.16,1280,720,3664,377,"[648, 315, 1403, 1070]"
bye/00285,bye,60,69,60,94,bye,sX3tgFjdSR8,792.84,796.84,1920,1080,1986,611,"[1308, 539, 2531, 1762]"
increase/00037,increase,43,56,25,50,increase,6XRh0FR8Dc0,134.96,138.96,1920,1080,469,626,"[855, 552, 2107, 1804]"
increase/00038,increase,43,55,23,65,increasing,sTQq-a7pzgY,248.32,252.32,1920,1080,725,516,"[1404, 681, 2436, 1713]"
move/00086,move,45,54,30,55,moved,8Pz03cF3jq8,130.36,134.36,1920,1080,9437,489,"[812, 667, 1790, 1645]"
bye/00286,bye,81,88,73,99,bye,9mkMgTh1zyU,288.08,292.08,1920,1080,327,960,"[960, 539, 2880, 2459]"
wide/00053,wide,40,58,14,84,wide,BdrbGTe27FI,188.96,192.96,1280,720,32042,564,"[564, 359, 1693, 1488]"
horizontal/00019,horizontal,75,88,54,99,horizontal,U4ft-WDj06A,18.68,22.68,1920,1080,124,725,"[819, 683, 2269, 2133]"
expand/00124,expand,41,57,25,55,expand,Q9jK9EZweZI,491.64,495.64,1920,1080,17081,960,"[960, 540, 2880, 2460]"
unify/00007,unify,44,55,32,61,unified,wU9ZInx2s6M,35.68,39.68,1920,1080,1585,813,"[953, 540, 2579, 2166]"
grow/00041,grow,46,52,25,73,grows,LQir7Ed1L4w,187.92,191.92,1920,1080,245,634,"[1001, 483, 2269, 1751]"
three/00049,three,46,52,34,62,three,TvdAb0_AmmE,395.56,399.56,1280,720,3084,595,"[614, 363, 1804, 1553]"
high/00036,high,47,51,22,63,high,aGULUaABMlc,97.16,101.16,1280,720,301,598,"[598, 359, 1795, 1556]"
below/00153,below,46,52,31,53,below,cdBVq9w5CS8,1537.96,1541.96,854,480,1770,426,"[427, 239, 1280, 1092]"
raise/00056,raise,73,77,70,99,raised,43_iKwpnlMM,31.0,35.0,1280,720,693,360,"[941, 360, 1661, 1080]"
above/00083,above,45,53,23,72,above,XpUKB5pk-R0,609.2,613.2,1920,1080,496,960,"[960, 571, 2880, 2491]"
open/00057,open,19,25,0,39,open,mZd9eWt7moE,585.92,589.92,1920,1080,198,591,"[951, 555, 2134, 1738]"
close/00020,close,46,52,39,60,closed,_oyWppSCEAE,847.76,851.76,1280,720,712,535,"[744, 374, 1815, 1445]"
flip/00021,flip,44,54,24,86,flips,nOUosch3Wus,246.2,250.2,1920,1080,2063,706,"[706, 572, 2118, 1984]"
condense/00010,condense,44,55,33,64,condense,PJzflvDTWno,521.48,525.48,1280,720,5227,640,"[640, 360, 1920, 1640]"
wave/00017,wave,42,56,0,77,waves,_xVaOotYZZQ,311.32,315.32,1920,1080,461,960,"[960, 544, 2880, 2464]"
hello/00094,hello,8,14,0,25,hello,nAlyv5Rd2vo,1.08,5.08,1920,1080,1368,631,"[1288, 613, 2551, 1876]"
hello/00095,hello,3,13,0,19,hello,_K5skLCK_gs,5.28,9.28,1920,1080,2228,713,"[713, 539, 2140, 1966]"
deep/00042,deep,47,51,25,50,deep,aNI2N5DPNWk,160.52,164.52,1280,720,1091,628,"[652, 360, 1908, 1616]"
huge/00070,huge,45,54,36,85,huge,k7CWuF5C9og,291.68,295.68,1920,1080,586,850,"[923, 540, 2623, 2240]"
whole/00091,whole,34,41,26,49,whole,FEHbY-ZkzVo,642.96,646.96,1920,1080,515,819,"[819, 569, 2457, 2207]"
quick/00023,quick,45,53,37,62,quickly,Ua_SVaINjHc,469.16,473.16,1920,1080,149,507,"[1194, 574, 2209, 1589]"
twist/00018,twist,44,54,28,63,twisted,tZd8FM391Xw,426.24,430.24,1280,720,1187,320,"[561, 425, 1202, 1066]"
develop/00023,develop,44,55,17,64,developed,9MPDEsNrdLg,187.72,191.72,1920,1080,2175,594,"[1325, 590, 2514, 1779]"
open/00058,open,46,52,31,56,open,V0z_2t5c1Cg,417.32,421.32,1280,720,1610,640,"[640, 377, 1920, 1657]"
below/00154,below,46,52,25,61,below,xzzGiNrWu9A,448.12,452.12,1920,1080,554,960,"[960, 581, 2880, 2501]"
press/00057,press,44,54,19,50,press,fN6U0qy9prs,197.16,201.16,1920,1080,464,536,"[918, 537, 1991, 1610]"
together/00123,together,45,53,35,60,together,qDXAYi0Afzg,419.84,423.84,1280,720,2110,640,"[640, 360, 1920, 1640]"
huge/00071,huge,16,23,12,30,huge,jpQMySbRTVk,145.8,149.8,1280,720,535,618,"[618, 379, 1854, 1615]"
expand/00125,expand,41,58,21,67,expanding,qMHEpGdPuMc,262.28,266.28,1920,1080,3233,960,"[960, 594, 2880, 2514]"
throw/00074,throw,48,51,30,99,throw,qni8LKMGXTo,72.76,76.76,1280,720,7139,442,"[609, 361, 1493, 1245]"
large/00055,large,58,65,15,73,large,K9Luh1PXzsw,114.36,118.36,1280,720,288,592,"[592, 377, 1777, 1562]"
many/00014,many,46,53,31,99,many,lIwGFIFRspw,74.12,78.12,1920,1080,4515,798,"[798, 587, 2394, 2183]"
block/00039,block,43,55,33,69,blocking,7dXRB-RF_F8,725.72,729.72,854,480,1273,427,"[427, 240, 1281, 1094]"
large/00056,large,5,12,0,57,large,IcI6WLKUXZo,646.24,650.24,1920,1080,411,527,"[599, 548, 1654, 1603]"
bye/00287,bye,92,98,83,99,bye,MHfKPiP6RS4,410.2,414.2,1280,720,1259,640,"[640, 360, 1920, 1640]"
together/00124,together,44,54,0,52,together,PQw6e6dRcg0,148.04,152.04,1280,720,224,276,"[964, 416, 1516, 968]"
switch/00099,switch,45,53,25,67,switched,D9HiRD-zuMY,358.8,362.8,1920,1080,9194,960,"[960, 560, 2880, 2480]"
four/00053,four,12,16,0,35,four,MWZKDazcfk4,331.68,335.68,1280,720,69,423,"[856, 360, 1703, 1207]"
raise/00057,raise,44,54,19,75,raise,WAXpJ0aNk6Y,360.8,364.8,1280,720,5332,640,"[640, 360, 1920, 1640]"
full/00048,full,47,52,32,59,full,c2pZHgU_HsM,42.76,46.76,1920,1080,1219,569,"[693, 623, 1831, 1761]"
below/00155,below,44,55,14,50,below,EKw0Vt5zzmo,43.84,47.84,960,720,2691,480,"[480, 365, 1440, 1325]"
no/00050,no,47,52,30,64,no,Y57yFmB0GRQ,75.72,79.72,1920,1080,7793,709,"[967, 539, 2386, 1958]"
global/00024,global,45,54,35,60,global,EbcmQmt9FvQ,1380.84,1384.84,1280,720,500,439,"[750, 383, 1628, 1261]"
three/00050,three,47,52,41,71,three,jzuh8RuklqU,131.8,135.8,1920,1080,2335,960,"[960, 540, 2880, 2460]"
broad/00017,broad,45,53,34,75,broad,A4M1_WDcprk,89.4,93.4,1280,720,383,394,"[394, 417, 1182, 1205]"
grab/00034,grab,45,53,47,99,grab,X3euHCetX34,133.4,137.4,1280,720,2870,633,"[646, 359, 1913, 1626]"
beautiful/00003,beautiful,39,60,20,67,beautiful,Cgv_J0worq8,428.8,432.8,1280,720,3287,638,"[638, 360, 1914, 1636]"
layer/00033,layer,45,54,30,77,layer,OpwWbAWTgsg,887.88,891.88,1920,1080,7458,334,"[1111, 755, 1779, 1423]"
together/00125,together,44,55,36,99,together,cbZi3lX3plg,91.36,95.36,1920,1080,284,832,"[1087, 552, 2752, 2217]"
expand/00126,expand,40,59,35,76,expands,yHQADsmz_q0,616.72,620.72,1920,1080,338,687,"[869, 657, 2243, 2031]"
push/00121,push,46,53,45,92,pushes,_1EahYdHMrM,647.0,651.0,1920,1080,990,269,"[1670, 422, 2209, 961]"
long/00052,long,45,54,25,64,long,fzEoA68y7HE,501.96,505.96,1920,1080,6283,960,"[960, 569, 2880, 2489]"
circle/00053,circle,43,55,25,67,circling,wmXXt2ejqSM,402.8,406.8,1280,720,574,566,"[714, 395, 1846, 1527]"
mix/00055,mix,45,53,38,75,mixing,4RbxVpdpOds,29.08,33.08,1920,1080,1205,375,"[1075, 827, 1825, 1577]"
reduce/00013,reduce,40,58,40,62,reduces,hNYqklNE158,459.4,463.4,1920,1080,1429,601,"[601, 539, 1804, 1742]"
high/00037,high,46,52,18,99,high,QcNVMPP1OiY,494.72,498.72,1280,720,17139,629,"[650, 359, 1909, 1618]"
bye/00288,bye,48,50,44,74,bye,08lkvXBM-hw,1006.76,1010.76,1920,1080,4380,960,"[960, 540, 2880, 2460]"
zoom/00014,zoom,64,74,44,74,zoom,wC7y51OUY_Q,434.0,438.0,1920,1080,165,501,"[883, 482, 1886, 1485]"
big/00034,big,36,40,28,47,big,ES2zvHgx2H0,149.88,153.88,1920,1080,801,804,"[978, 553, 2586, 2161]"
increase/00039,increase,44,54,25,50,increase,FokQW_CZf7w,214.68,218.68,1920,1080,4564,402,"[1636, 678, 2368, 1294]"
specific/00132,specific,44,55,0,74,specific,sImi0ekSxD8,55.88,59.88,1920,1080,526,361,"[1606, 718, 2329, 1441]"
entire/00054,entire,40,48,34,62,entire,9ERlf5xkDkQ,822.72,826.72,1280,720,450,542,"[737, 383, 1822, 1468]"
around/00025,around,47,52,0,50,around,IKwk5adpqbE,389.08,393.08,1920,1080,834,750,"[750, 540, 2250, 2040]"
process/00020,process,44,55,16,63,process,5psno3WQ6w8,628.04,632.04,1920,1080,537,724,"[833, 495, 2282, 1944]"
force/00028,force,45,53,25,58,force,xSr6yHEP4rc,140.28,144.28,1920,1080,1374,593,"[1326, 580, 2513, 1767]"
expand/00127,expand,45,54,21,55,expand,cwW1bYkfyns,185.12,189.12,1920,1080,3185,960,"[960, 540, 2880, 2460]"
circle/00054,circle,46,53,0,29,circle,RHyvVt8T1Eo,9.4,13.4,1920,1080,300,703,"[1216, 603, 2623, 2010]"
flip/00022,flip,47,52,0,68,flip,Vh3P9l3V4gc,762.4,766.4,1280,720,1261,345,"[325, 374, 1016, 1065]"
expand/00128,expand,29,40,28,79,expand,oyTL_nrbqqE,139.72,143.72,1280,720,258,465,"[592, 367, 1523, 1298]"
push/00122,push,47,52,36,99,push,EHLz4MNrVac,257.08,261.08,1920,1080,452,710,"[710, 545, 2130, 1965]"
bye/00289,bye,66,79,60,86,bye,GKAWVz1wUMI,645.76,649.76,1920,1080,2910,655,"[655, 544, 1966, 1855]"
narrow/00019,narrow,46,53,25,64,narrow,t9uYgFyEwmg,288.76,292.76,1280,720,284,339,"[881, 381, 1559, 1059]"
circle/00055,circle,44,54,41,66,circle,K1zFnDgO_cs,278.16,282.16,1280,720,1315,457,"[499, 359, 1414, 1274]"
hello/00096,hello,2,6,0,19,hello,5cPu1dAqMaY,0.0,4.0,1920,1080,729,881,"[1039, 540, 2801, 2302]"
wide/00054,wide,47,52,18,70,wide,7wtOcgDpP98,415.48,419.48,1920,1080,444,794,"[848, 512, 2436, 2100]"
below/00156,below,47,52,6,58,below,KNdTWb1iL-0,35.96,39.96,1920,1080,180,633,"[633, 540, 1899, 1806]"
merge/00008,merge,46,53,27,76,merged,6-DahmpVQvI,950.08,954.08,1280,720,974,377,"[377, 359, 1132, 1114]"
high/00038,high,47,52,44,99,high,9USfbF-UwQI,1014.72,1018.72,1920,1080,1295,916,"[1004, 545, 2836, 2377]"
walk/00006,walk,46,52,33,75,walk,iZPo_pKYakc,318.16,322.16,1920,1080,7735,960,"[960, 540, 2880, 2460]"
below/00157,below,45,53,27,55,below,cmDyqP_BIRI,328.84,332.84,1920,1080,1319,888,"[1032, 540, 2808, 2316]"
separate/00044,separate,41,58,25,78,separating,JbJGUtnfttc,511.48,515.48,1920,1080,1825,960,"[960, 567, 2880, 2487]"
wide/00055,wide,25,32,24,50,wide,ZZg6b6sDPck,0.0,4.0,1920,1080,116,537,"[1241, 428, 2316, 1503]"
mix/00056,mix,28,35,11,40,mixed,H-vzI0Jp3ak,308.6,312.6,1920,1080,116,604,"[785, 545, 1993, 1753]"
build/00029,build,45,53,32,99,build,cRKZ7dIGEo4,902.04,906.04,1280,720,392,562,"[571, 359, 1696, 1484]"
many/00015,many,47,52,25,55,many,2gcfHpGpsOw,379.8,383.8,1920,1080,689,761,"[824, 668, 2347, 2191]"
no/00051,no,86,90,62,97,no,Ghh6OFvma7o,331.4,335.4,1920,1080,432,441,"[1259, 637, 2141, 1519]"
switch/00100,switch,46,52,18,59,switch,UR46WQ7ywiM,1063.56,1067.56,1280,720,1415,557,"[723, 360, 1837, 1474]"
large/00057,large,42,56,22,52,large,lXgCQ1db-KE,165.4,169.4,1920,1080,415,544,"[856, 512, 1945, 1601]"
strong/00030,strong,49,56,25,53,strong,2A-FDN7-gyo,326.48,330.48,1920,1080,160,514,"[917, 565, 1946, 1594]"
flow/00027,flow,42,57,40,99,flow,oZmm68phoV4,381.68,385.68,1920,1080,394,533,"[1408, 546, 2475, 1613]"
mix/00057,mix,47,51,25,61,mixed,_3bKNDt6AK0,272.72,276.72,1280,720,11920,370,"[909, 369, 1650, 1110]"
move/00087,move,47,51,34,75,move,6XOygHPrL9Q,102.72,106.72,1280,720,7924,640,"[640, 386, 1920, 1666]"
stretch/00020,stretch,44,54,27,69,stretches,7wMKp6q9ktE,341.2,345.2,1920,1080,517,530,"[990, 578, 2050, 1638]"
balance/00051,balance,45,53,25,75,balance,JOScbC5sDUU,1259.36,1263.36,1280,720,1411,278,"[912, 412, 1469, 969]"
grow/00042,grow,43,56,34,55,growing,8Bvf04rJ5h4,28.88,32.88,1280,720,2152,464,"[464, 433, 1392, 1361]"
hold/00046,hold,45,53,38,99,holds,vzQT74nNGME,273.92,277.92,1920,1080,3285,666,"[1253, 543, 2586, 1876]"
circle/00056,circle,43,55,25,75,circles,cuQAhDBHEQ0,223.2,227.2,1280,720,107,591,"[591, 371, 1774, 1554]"
small/00066,small,48,58,21,77,small,B3Tm6scaapk,345.12,349.12,1920,1080,279,585,"[898, 539, 2069, 1710]"
block/00040,block,45,53,33,54,blocks,wRpC9rrwhSE,445.92,449.92,1920,1080,970,621,"[1299, 611, 2541, 1853]"
below/00158,below,45,53,28,99,below,0yoUZXFt_vo,408.84,412.84,1920,1080,13647,335,"[1585, 829, 2255, 1499]"
hold/00047,hold,48,51,44,90,hold,U1wxJXDWTLU,543.32,547.32,1280,720,1784,287,"[931, 325, 1506, 900]"
she/00012,she,47,51,41,59,she,AoqIDqnkJNg,141.68,145.68,1280,720,317,353,"[448, 366, 1155, 1073]"
turn/00062,turn,60,64,7,74,turn,aPns8v22t9c,366.56,370.56,1920,1080,138,836,"[1083, 539, 2756, 2212]"
whole/00092,whole,47,51,42,91,whole,c-WDHG6rrdU,746.16,750.16,1280,720,1878,369,"[608, 360, 1346, 1098]"
no/00052,no,48,51,30,63,no,ZiuBWSFlfoU,275.84,279.84,1920,1080,665,539,"[1565, 539, 2644, 1618]"
three/00051,three,21,26,13,60,three,uAHKsaS_oKc,584.12,588.12,1920,1080,195,704,"[760, 543, 2168, 1951]"
block/00041,block,46,53,32,57,blocked,bil5kAgpvG0,147.88,151.88,1920,1080,3923,960,"[960, 540, 2880, 2460]"
shake/00030,shake,44,54,33,88,shakes,k1Fq-JurulE,276.8,280.8,1280,720,3217,640,"[640, 417, 1920, 1697]"
straight/00079,straight,46,52,40,63,straight,5sADOo1bSwo,538.76,542.76,1280,720,774,495,"[645, 362, 1635, 1352]"
focus/00037,focus,44,54,32,93,focus,NVEeGZIQhh4,269.0,273.0,1920,1080,171,804,"[1116, 542, 2724, 2150]"
four/00054,four,47,52,34,71,four,tE68-WwI_yU,282.08,286.08,1280,720,3036,640,"[640, 360, 1920, 1640]"
bye/00290,bye,91,97,50,99,bye,8IcnG_Y-Rps,256.76,260.76,1280,720,1555,562,"[562, 328, 1686, 1452]"
global/00025,global,42,57,21,66,global,qA93x3Kg9RY,321.0,325.0,1280,720,14124,640,"[640, 360, 1920, 1640]"
above/00084,above,46,52,32,57,above,FGtAL_0P3eY,461.8,465.8,1280,720,299,360,"[736, 360, 1456, 1080]"
circle/00057,circle,44,54,25,68,circle,xrsuLXvdT-w,412.84,416.84,1920,1080,298,507,"[739, 573, 1753, 1587]"
above/00085,above,43,55,39,62,above,a8sce_3oxEQ,248.48,252.48,1920,1080,3445,487,"[505, 282, 1479, 1256]"
below/00159,below,45,53,25,56,below,a7ny_X78lTY,660.68,664.68,1920,1080,824,339,"[400, 333, 1078, 1011]"
entire/00055,entire,44,54,26,70,entire,YwWPujRZwIw,53.64,57.64,1920,1080,444,714,"[714, 540, 2142, 1968]"
bye/00291,bye,87,92,80,99,bye,Y5GhyoUSj_U,512.16,516.16,1920,1080,1208,526,"[949, 555, 2001, 1607]"
hello/00097,hello,5,14,0,25,hello,vEXlumYqRvI,10.44,14.44,1920,1080,430,658,"[963, 555, 2279, 1871]"
expand/00129,expand,41,57,11,64,expand,yihNgtJGpfk,451.0,455.0,1920,1080,875,734,"[926, 469, 2394, 1937]"
open/00059,open,47,52,36,61,open,EQW-zcLC1lE,236.72,240.72,1280,720,434,640,"[640, 360, 1920, 1640]"
tiny/00067,tiny,45,53,29,55,tiny,x29sOEFgvaU,87.92,91.92,1920,1080,372,680,"[791, 565, 2152, 1926]"
switch/00101,switch,46,53,30,72,switching,9t6s3Z3k0j0,393.08,397.08,1920,1080,1798,588,"[1056, 554, 2233, 1731]"
hello/00098,hello,18,33,0,47,hello,quxeb0lNqH8,21.56,25.56,1920,1080,4020,692,"[1017, 537, 2402, 1922]"
above/00086,above,45,53,37,99,above,b2IYiI9EOHw,136.72,140.72,854,480,676,337,"[383, 239, 1058, 914]"
wave/00018,wave,46,53,32,83,wave,sAxyoYFdyzI,773.72,777.72,1920,1080,15395,960,"[960, 540, 2880, 2460]"
perfect/00019,perfect,52,62,25,66,perfect,mIsjHvKNigM,58.28,62.28,1920,1080,446,661,"[713, 553, 2035, 1875]"
around/00026,around,47,52,50,65,around,XOmQqBX6Dn4,440.44,444.44,1920,1080,4657,946,"[973, 552, 2866, 2445]"
front/00036,front,46,52,25,67,front,WaJ2IKRECs0,345.28,349.28,1280,720,640,349,"[805, 373, 1503, 1071]"
bundle/00007,bundle,45,53,32,58,bundle,24CIbD5IX_I,618.52,622.52,1280,720,1518,610,"[610, 360, 1830, 1580]"
hello/00099,hello,8,18,3,23,hello,lInuFOMwzqk,8.76,12.76,1920,1080,593,681,"[897, 581, 2259, 1943]"
below/00160,below,46,53,28,68,below,PoxTdsWlvxU,352.96,356.96,1920,1080,1599,687,"[1233, 608, 2607, 1982]"
cross/00032,cross,92,100,70,99,crossed,YYREO4e1xq0,810.88,814.88,1280,720,394,640,"[640, 360, 1920, 1640]"
specific/00133,specific,7,19,0,30,specific,7YWoyCf9H5k,853.88,857.88,1920,1080,128,502,"[502, 541, 1506, 1545]"
stretch/00021,stretch,44,55,37,59,stretch,gjfdJ4iadsM,642.68,646.68,1280,720,6107,640,"[640, 360, 1920, 1640]"
